"year","iso2c","agency","ratings","ratings_prior","GDPpercap","GDPgrowth","inflation_cpi","inflation_def","development","export","currentaccount","budget","ext_debt","currency_debt","country","current_account_WEO","fiscal_balance_WEO","def_indicator","spreadCDS","GNIpercap"
1990,"DO","Moody's",NA,NA,7073674721.12418,-5.45431240182013,50.4624792378524,50.4592530247257,NA,2392771128.28874,NA,NA,NA,4484666000,"Dominican Republic",-1.596,NA,1,NA,860
1990,"DO","S&P",NA,NA,7073674721.12418,-5.45431240182013,50.4624792378524,50.4592530247257,NA,2392771128.28874,NA,NA,NA,4484666000,"Dominican Republic",-1.596,NA,1,NA,860
1990,"DZ","Moody's",NA,NA,62045098370.0829,0.800000618836293,16.6525343885433,30.259598481874,NA,14545657472.7183,NA,NA,NA,28153909000,"Algeria",2.181,3.185,1,NA,2330
1990,"DZ","S&P",NA,NA,62045098370.0829,0.800000618836293,16.6525343885433,30.259598481874,NA,14545657472.7183,NA,NA,NA,28153909000,"Algeria",2.181,3.185,1,NA,2330
1990,"EC","Moody's",NA,NA,15239278100.3502,3.67991405278418,48.5191129964557,5.81362920255557,NA,3469125960.22029,NA,1.96954130630352,NA,12172336000,"Ecuador",-3.019,NA,1,NA,1390
1990,"EC","S&P",NA,NA,15239278100.3502,3.67991405278418,48.5191129964557,5.81362920255557,NA,3469125960.22029,NA,1.96954130630352,NA,12172336000,"Ecuador",-3.019,NA,1,NA,1390
1990,"EE","Moody's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estonia",NA,NA,0,NA,NA
1990,"EE","S&P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estonia",NA,NA,0,NA,NA
1990,"EG","Moody's",NA,NA,43130415141.8989,5.7017532953501,16.7563747077691,18.4406071711711,NA,8646612475.71962,NA,-1.9503275131944,NA,32963327000,"Egypt, Arab Rep.",-2.838,NA,0,NA,750
1990,"EG","S&P",NA,NA,43130415141.8989,5.7017532953501,16.7563747077691,18.4406071711711,NA,8646612475.71962,NA,-1.9503275131944,NA,32963327000,"Egypt, Arab Rep.",-2.838,NA,0,NA,750
1990,"ER","Moody's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",NA,NA,0,NA,NA
1990,"ER","S&P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eritrea",NA,NA,0,NA,NA
1990,"ES","Moody's",NA,NA,535101248775.71,3.78139346063691,6.71794045797414,7.32625117257038,NA,84547320927.1956,NA,NA,NA,NA,"Spain",-3.468,-3.522,0,NA,12220
1990,"ES","S&P",NA,NA,535101248775.71,3.78139346063691,6.71794045797414,7.32625117257038,NA,84547320927.1956,NA,NA,NA,NA,"Spain",-3.468,-3.522,0,NA,12220
1990,"ET","Moody's",NA,NA,12175166763.285,2.72645178301008,5.15248124174764,3.27137460802045,NA,671816425.120773,NA,-6.59297182220345,NA,8645160000,"Ethiopia",-2.376,-6.787,1,NA,260
1990,"ET","S&P",NA,NA,12175166763.285,2.72645178301008,5.15248124174764,3.27137460802045,NA,671816425.120773,NA,-6.59297182220345,NA,8645160000,"Ethiopia",-2.376,-6.787,1,NA,260
1990,"EU","Moody's",NA,NA,7556613853278.11,2.82282957621614,6.29958393030923,5.31760428886007,NA,1899961904977.82,NA,NA,NA,NA,"European Union",NA,NA,0,NA,14761.8519621624
1990,"EU","S&P",NA,NA,7556613853278.11,2.82282957621614,6.29958393030923,5.31760428886007,NA,1899961904977.82,NA,NA,NA,NA,"European Union",NA,NA,0,NA,14761.8519621624
1990,"F1","Moody's",NA,NA,147933515244.464,NA,NA,5.98556154238629,NA,39962550570.646,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1990,"F1","S&P",NA,NA,147933515244.464,NA,NA,5.98556154238629,NA,39962550570.646,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1990,"FI","Moody's","Aa1 ","Aaa ",141517648888.198,0.675783547493154,6.1028952301605,5.20208284768451,NA,31323277872.8036,NA,NA,NA,NA,"Finland",-4.838,5.844,0,NA,26000
1990,"FI","S&P",NA,NA,141517648888.198,0.675783547493154,6.1028952301605,5.20208284768451,NA,31323277872.8036,NA,NA,NA,NA,"Finland",-4.838,5.844,0,NA,26000
1990,"FJ","Moody's",NA,NA,1337024782.22702,5.80000042014194,8.19137132040963,6.67947168767434,NA,833547167.263151,NA,0.856565656565657,NA,308385000,"Fiji",-10.008,NA,0,NA,1790
1990,"FJ","S&P",NA,NA,1337024782.22702,5.80000042014194,8.19137132040963,6.67947168767434,NA,833547167.263151,NA,0.856565656565657,NA,308385000,"Fiji",-10.008,NA,0,NA,1790
1990,"FM","Moody's",NA,NA,147200000,3.74092685650476,NA,4.94965000222929,NA,NA,NA,NA,NA,NA,"Micronesia, Fed. Sts.",NA,NA,0,NA,NA
1990,"FM","S&P",NA,NA,147200000,3.74092685650476,NA,4.94965000222929,NA,NA,NA,NA,NA,NA,"Micronesia, Fed. Sts.",NA,NA,0,NA,NA
1990,"FO","Moody's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faeroe Islands",NA,NA,0,NA,NA
1990,"FO","S&P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faeroe Islands",NA,NA,0,NA,NA
1990,"FR","Moody's",NA,NA,1275300566196.84,2.91400969964847,3.38005719375607,2.67043233824754,NA,265415010239.73,NA,NA,NA,NA,"France",-0.772,-2.402,0,NA,20700
